number;dtscore;dtscore_aux;dtscoreco;dtscoreco_aux;edad;IBC;labor;calificacion; ingresos ;pendeuda ;co; credito ;yeardde;tinteres; ncuotas  ;genero; cuota ;capacidad;antiguedad_laboral;estrato;tipo_vivienda;nivel_educativo;creditos_activos;personas_hogar; eactual 
118;722;0;-999;1;29;7,4;INDEPENDIENTE;B1;16000000;0,57;0;16274000;2024;0,0208;48;MUJER;539236;0,03;8;3;propia_pagando;superior;1;3;0
119;719;0;-999;1;21;6;EMPLEADO ;B1;1500000;0,05;0;13545000;2024;0,0208;72;MUJER;364532;0,24;2;2;arriendo;media;2;2;0
120;756;0;-999;1;35;5,9;EMPLEADO ;B1;3000000;0,18;0;13245000;2024;0,0208;48;MUJER;438871;0,15;10;3;propia_pagando;tecnica/tecnologica;2;4;0
121;694;0;801;0;20;5,1;EMPLEADO ;C1;3000000;0,53;1;18045000;2024;0,0208;72;HOMBRE;485639;0,16;1;1;arriendo;basica;2;4;0
122;805;0;-999;1;33;5,3;EMPLEADO ;B1;2450000;0;0;13545000;2024;0,0208;48;HOMBRE;448811;0,18;2;1;propia_pagando;basica;3;4;1
123;830;0;-999;1;21;6,5;EMPLEADO ;B1;1650000;0;0;5045000;2024;0,0208;12;HOMBRE;479400;0,29;1;1;arriendo;basica;2;4;0
124;789;0;-999;1;20;5,9;EMPLEADO ;B1;2000000;0,02;0;10744000;2024;0,0208;36;MUJER;426952;0,21;1;1;propia_pagando;basica;2;4;0
125;686;0;-999;1;25;4,5;EMPLEADO ;B1;3470000;0,27;0;8545000;2024;0,0208;48;HOMBRE;283137;0,08;4;3;propia_pagando;media;1;3;0
126;763;0;-999;1;34;18,8;EMPLEADO ;B1;2200000;0,15;0;11695000;2024;0,0208;72;HOMBRE;314743;0,14;9;4;propia;superior;1;2;0
127;726;0;864;0;20;6,1;EMPLEADO ;C1;1400000;0,61;1;13045000;2024;0,0208;72;HOMBRE;360206;0,26;1;1;arriendo;basica;2;4;0
128;723;0;-999;1;31;4,8;EMPLEADO ;B1;220000;0,19;0;15054000;2024;0,0208;68;HOMBRE;415627;1,89;7;2;propia_pagando;media;2;3;0
129;705;0;-999;1;20;5,4;EMPLEADO ;B1;2100000;0,15;0;11695000;2024;0,0208;48;HOMBRE;395698;0,19;1;1;arriendo;basica;3;4;1
130;767;0;-999;1;32;5,2;EMPLEADO ;B1;2100000;0,12;0;10045000;2024;0,0208;40;HOMBRE;372374;0,18;8;3;propia_pagando;tecnica/tecnologica;2;4;0
131;756;0;-999;1;21;6,4;EMPLEADO ;B1;2600000;0,01;0;12945000;2024;0,0208;48;HOMBRE;437992;0,17;2;2;arriendo;media;2;3;0
132;758;0;-999;1;21;5,1;INDEPENDIENTE;B1;1450000;0;0;6045000;2024;0,0208;36;HOMBRE;244452;0,17;1;1;propia_pagando;basica;2;4;0
133;728;0;-999;1;26;6,7;EMPLEADO ;B1;3800000;0;0;15054000;2024;0,0197;36;HOMBRE;608764;0,16;5;3;propia_pagando;tecnica/tecnologica;2;3;0
134;-999;1;755;0;20;5,1;EMPLEADO ;C1;1600000;0,25;1;6684000;2024;0,0197;24;HOMBRE;361280;0,23;1;1;arriendo;basica;3;4;0
135;-999;1;860;0;22;7;EMPLEADO ;C1;1800000;0,01;1;15545000;2024;0,0197;60;HOMBRE;466784;0,26;2;2;arriendo;media;2;3;0
136;799;0;-999;1;31;7,1;EMPLEADO ;B1;2800000;0,22;0;8654000;2024;0,0197;48;MUJER;286475;0,1;8;3;propia_pagando;tecnica/tecnologica;2;4;0
137;728;0;-999;1;26;5,8;EMPLEADO ;B1;1400000;0;0;11595000;2024;0,0197;60;HOMBRE;348174;0,25;4;3;propia_pagando;media;2;3;0
138;-999;1;639;0;20;6,5;EMPLEADO ;C1;1500000;0,1;1;11344000;2024;0,0197;48;HOMBRE;375522;0,25;1;1;arriendo;basica;2;4;0
139;-999;1;784;0;27;6,5;EMPLEADO ;C1;2300000;0,55;1;11695000;2024;0,0197;48;HOMBRE;387142;0,17;5;3;propia_pagando;tecnica/tecnologica;2;3;0
140;739;0;-999;1;41;5,9;EMPLEADO ;B1;4000000;0,04;0;11344000;2024;0,0197;12;HOMBRE;304118;0,08;16;3;propia;media;1;4;0
141;708;0;-999;1;22;7,7;EMPLEADO ;B1;3000000;0,05;0;12045000;2024;0,0197;60;MUJER;361686;0,12;2;2;arriendo;media;2;3;0
142;695;0;-999;1;44;4,6;EMPLEADO ;B1;2800000;0,22;0;6045000;2024;0,0197;36;HOMBRE;236021;0,08;18;3;propia;media;1;3;0
143;739;0;-999;1;28;5,3;EMPLEADO ;B1;1550000;0,01;0;13674000;2024;0,0197;63;HOMBRE;380787;0,25;6;3;propia_pagando;tecnica/tecnologica;2;4;0
144;-999;1;860;0;29;5,3;INDEPENDIENTE;B1;2350000;0,11;1;14045000;2024;0,0197;36;HOMBRE;548374;0,23;1;1;propia_pagando;basica;3;4;1
145;717;0;-999;1;33;6,5;EMPLEADO ;C1;3000000;0,01;0;17025000;2024;0,0197;72;HOMBRE;444501;0,15;9;3;propia;superior;1;3;0
146;661;0;-999;1;36;6,6;EMPLEADO ;B1;4992000;0,35;0;13045000;2024;0,0197;48;HOMBRE;422699;0,08;12;3;propia;tecnica/tecnologica;1;4;0
147;754;0;-999;1;25;7,5;EMPLEADO ;B1;1550000;0;0;11737300;2024;0,0197;72;HOMBRE;306438;0,2;4;3;propia_pagando;media;2;3;0
148;-999;1;771;0;65;5,4;EMPLEADO ;C1;2562000;0,27;1;10045000;2024;0,0197;48;HOMBRE;325489;0,13;35;2;propia;basica;1;2;0
149;-999;1;704;0;27;6,4;EMPLEADO ;C1;2800000;0,29;1;16045000;2024;0,0197;72;HOMBRE;418914;0,15;6;3;propia_pagando;tecnica/tecnologica;2;3;0
150;711;0;-999;1;46;7,1;EMPLEADO ;B1;2800000;0,02;0;11524000;2024;0,0197;48;HOMBRE;373414;0,13;19;4;propia;superior;1;3;0
151;811;0;-999;1;43;6,5;EMPLEADO ;B1;4000000;0,06;0;7045000;2024;0,0197;15;HOMBRE;547051;0,14;15;4;propia;superior;1;2;0
152;-999;0;617;0;21;5,8;EMPLEADO ;C1;1400000;0;1;6045000;2024;0,0197;60;HOMBRE;343998;0,25;1;1;arriendo;basica;2;4;0
153;714;0;-999;1;49;9;INDEPENDIENTE;B1;4800000;0,01;0;11045000;2024;0,0197;48;HOMBRE;357893;0,07;22;4;propia;superior;1;2;0
154;715;0;-999;1;38;8;EMPLEADO ;B1;1400000;0,12;0;8045000;2024;0,0197;24;MUJER;423904;0,3;13;3;propia_pagando;superior;1;3;0
155;771;0;-999;1;34;7,3;EMPLEADO ;B1;2300000;0,06;0;15845000;2024;0,0197;72;HOMBRE;424784;0,18;9;3;propia_pagando;tecnica/tecnologica;2;4;0
156;688;0;-999;1;31;8,1;EMPLEADO ;B1;1938000;0,06;0;11045000;2025;0,0187;48;HOMBRE;358360;0,18;7;3;propia_pagando;superior;1;3;0
157;748;0;-999;1;46;8;INDEPENDIENTE;B1;3300000;0,25;0;13300000;2025;0,0187;60;HOMBRE;390466;0,12;20;4;propia;superior;1;2;0
158;-999;1;817;0;20;7;EMPLEADO ;C1;1800000;0,19;1;7695000;2025;0,0187;48;HOMBRE;249668;0,14;1;1;arriendo;basica;2;4;0
159;-999;1;779;0;21;6;EMPLEADO ;C1;3000000;0,22;1;10045000;2025;0,0187;48;HOMBRE;325914;0,11;1;1;propia_pagando;basica;2;4;0
160;-999;1;794;0;25;6,2;EMPLEADO ;C1;3300000;0,11;1;15254000;2025;0,0187;72;HOMBRE;397946;0,12;3;2;arriendo;media;2;3;0
161;665;0;-999;1;34;7,4;EMPLEADO ;B1;4100000;0,15;0;13545000;2025;0,0187;71;HOMBRE;355676;0,09;9;3;propia_pagando;superior;1;3;0
162;-999;1;741;0;20;5,6;EMPLEADO ;C1;3000000;0;1;13045000;2025;0,0187;18;HOMBRE;869346;0,29;1;1;arriendo;basica;2;4;0
163;676;0;-999;1;32;6,5;EMPLEADO ;B1;4500000;0;0;15134000;2025;0,0187;48;HOMBRE;491029;0,11;7;3;propia_pagando;superior;1;3;0
164;766;0;-999;1;33;7,3;EMPLEADO ;B1;6000000;0;1;15045000;2025;0,0187;48;HOMBRE ;488142;0,08;8;3;propia_pagando;tecnica/tecnologica;2;4;0
165;702;0;-999;1;26;7,3;EMPLEADO ;B1;3000000;0,36;1;15045000;2025;0,0187;50;HOMBRE ;465790;0,16;4;3;propia_pagando;media;2;3;0
166;692;0;-999;1;40;7,9;EMPLEADO ;B1;3500000;0,33;1;10045000;2025;0,0187;60;HOMBRE ;279951;0,08;15;4;propia;superior;1;2;0
167;693;0;-999;1;35;7,4;INDEPENDIENTE;B1;9000000;0,2;1;15045000;2025;0,0187;48;HOMBRE ;477610;0,05;10;4;propia;superior;1;3;0
168;683;0;-999;1;34;6,5;EMPLEADO ;B1;4000000;0;1;11255000;2025;0,0187;48;HOMBRE ;365200;0,09;8;3;propia_pagando;tecnica/tecnologica;2;3;0
169;771;0;791;0;30;7;INDEPENDIENTE;C1;3600000;0;1;11645000;2025;0,0187;36;HOMBRE ;455534;0,13;8;3;propia_pagando;tecnica/tecnologica;2;4;0
170;323;0;881;0;29;5,1;EMPLEADO ;C1;5500000;0,32;1;10545000;2025;0,0187;24;HOMBRE ;556731;0,1;6;4;propia;superior;1;3;0
171;699;0;-999;1;23;6,3;EMPLEADO ;B1;2500000;0,1;1;15045000;2025;0,0187;48;HOMBRE ;488150;0,2;2;2;arriendo;media;2;3;0
172;719;0;-999;1;33;6,3;EMPLEADO ;B1;3800000;0,14;1;15045000;2025;0,0187;48;HOMBRE ;488150;0,13;8;3;propia_pagando;tecnica/tecnologica;2;4;0
173;722;0;683;0;19;5,8;INDEPENDIENTE;C1;1500000;0,01;0;11384000;2025;0,0187;72;HOMBRE ;296986;0,2;1;1;propia_pagando;basica;2;4;0
174;765;0;-999;1;24;5,3;EMPLEADO ;B1;2000000;0,13;0;11624000;2025;0,0187;36;HOMBRE ;454713;0,23;3;2;arriendo;media;2;2;0
175;729;0;-999;1;29;7,5;EMPLEADO ;B1;2500000;0,18;0;12284000;2025;0,0187;36;MUJER ;480531;0,19;6;3;propia_pagando;tecnica/tecnologica;2;3;0
176;748;0;820;0;20;5;EMPLEADO ;C1;1800000;0,06;0;15045000;2025;0,0187;50;HOMBRE ;476350;0,26;1;1;arriendo;basica;2;4;0
177;739;0;-999;1;29;7,3;EMPLEADO ;B1;4000000;0,32;0;12945000;2025;0,0187;48;HOMBRE ;420006;0,11;7;3;propia_pagando;superior;1;3;0
178;777;0;-999;1;23;5,4;EMPLEADO ;B1;2000000;0,07;0;13745000;2025;0,0187;48;HOMBRE ;445962;0,22;2;2;arriendo;media;2;2;0
179;800;0;-999;1;27;6,5;EMPLEADO ;B1;1850000;0,08;0;11045000;2025;0,0187;48;HOMBRE ;358360;0,19;4;3;propia_pagando;tecnica/tecnologica;2;3;0
180;716;0;-999;1;28;6,2;EMPLEADO ;B1;2400000;0,21;0;15045000;2025;0,0187;48;HOMBRE ;488142;0,2;6;3;propia_pagando;tecnica/tecnologica;2;4;0
181;695;0;-999;1;27;5,9;EMPLEADO ;B1;1900000;0,02;0;13134000;2025;0,0187;60;HOMBRE ;375234;0,2;5;3;propia_pagando;media;2;3;0
182;733;0;-999;1;40;6,6;EMPLEADO ;B1;3600000;0,17;0;15045000;2025;0,0187;48;HOMBRE;488142;0,14;14;3;propia;tecnica/tecnologica;1;4;0
183;-999;1;782;0;19;6,2;EMPLEADO ;C1;1650000;0;0;7645000;2025;0,0187;36;HOMBRE ;299060;0,18;1;1;propia_pagando;basica;2;4;0
184;800;0;-999;1;29;5,8;INDEPENDIENTE;B1;2600000;0,28;0;12274000;2025;0,0187;48;MUJER;398235;0,15;4;3;propia_pagando;media;2;3;0
185;587;0;745;0;31;8,1;EMPLEADO ;C1;6000000;0,31;0;15255000;2025;0,0187;72;MUJER;397972;0,07;8;4;propia;superior;1;3;0
186;-999;1;-999;1;20;6,7;EMPLEADO ;B1;1400000;0;0;10045000;2025;0,0187;24;MUJER;530332;0,38;1;1;arriendo;basica;2;4;0
187;733;0;-999;1;25;6,8;EMPLEADO ;B1;1800000;0,09;0;6045000;2025;0,0187;19;MUJER ;571290;0,32;3;2;arriendo;media;2;3;0
188;698;0;-999;1;20;7,3;EMPLEADO ;B1;1400000;0;0;3803300;2025;0,0187;20;HOMBRE;198422;0,14;1;1;propia_pagando;basica;2;4;0
189;736;0;426;0;54;6,9;EMPLEADO ;C1;2700000;0,1;0;10045000;2025;0,0187;72;HOMBRE ;262054;0,1;25;4;propia;superior;1;2;0
190;-999;1;809;0;21;5,1;EMPLEADO ;C1;1800000;0;0;4364000;2025;0,0187;12;HOMBRE;412426;0,23;1;1;arriendo;basica;2;4;0
191;748;0;-999;1;34;6,1;INDEPENDIENTE;B1;2500000;0,21;0;12187000;2025;0,0187;36;MUJER;476800;0,19;9;3;propia_pagando;tecnica/tecnologica;2;4;0
192;727;0;706;0;22;7;EMPLEADO ;C1;1800000;0;0;10045000;2025;0,0187;24;HOMBRE ;593650;0,33;2;2;arriendo;media;2;3;0
193;770;0;696;0;20;5,6;EMPLEADO ;C1;2000000;0;0;8124000;2025;0,0187;36;HOMBRE ;317800;0,16;1;1;propia_pagando;basica;2;4;0
194;781;0;-999;1;46;7,5;EMPLEADO ;B1;1300000;0,01;0;11885000;2025;0,0187;32;HOMBRE ;505230;0,39;18;3;propia;media;1;3;0
195;-999;1;740;0;21;5,1;EMPLEADO ;C1;2300000;0;0;13614000;2025;0,0187;48;HOMBRE ;432182;0,19;1;1;arriendo;basica;2;4;0
196;697;0;-999;1;28;8;EMPLEADO ;B1;3000000;0;0;14065000;2025;0,0187;36;HOMBRE ;550202;0,18;7;3;propia_pagando;superior;1;3;0
197;592;0;753;0;30;8,1;EMPLEADO ;C1;2600000;0,06;0;19045000;2025;0,0187;72;HOMBRE;496850;0,19;8;4;propia;superior;1;2;0
198;503;0;729;0;35;6,9;EMPLEADO ;C1;4000000;0;0;19445000;2025;0,0187;48;HOMBRE ;584900;0,15;12;4;propia;superior;1;3;0
199;803;0;-999;1;33;6,4;EMPLEADO ;B1;2000000;0;0;13242000;2025;0,0187;48;HOMBRE ;467250;0,23;8;3;propia_pagando;tecnica/tecnologica;2;3;0
200;762;0;-999;1;28;4,8;EMPLEADO ;B1;2800000;0,32;0;6740000;2025;0,0187;48;MUJER;218700;0,08;6;2;propia_pagando;media;1;3;0
201;737;0;-999;1;24;7,4;EMPLEADO ;B1;2300000;0,07;0;13772000;2025;0,0187;48;HOMBRE ;446838;0,19;3;2;arriendo;media;2;2;0
202;628;0;-999;1;30;6,1;EMPLEADO ;B1;3600000;0;0;9545000;2025;0,0187;36;MUJER;373400;0,1;7;3;propia_pagando;tecnica/tecnologica;2;4;0
203;701;0;-999;1;34;6,6;EMPLEADO ;B1;2500000;0,18;0;16045000;2025;0,0187;72;MUJER;418582;0,17;9;3;propia_pagando;tecnica/tecnologica;2;3;0
204;746;0;-999;1;43;7,6;EMPLEADO ;B1;18000000;0,16;0;60045000;2025;0,0187;36;MUJER;2036384;0,11;18;4;propia;superior;1;3;0
205;683;0;-999;1;30;5,6;EMPLEADO ;B1;7000000;0,6;0;8034000;2025;0,0187;36;MUJER;315000;0,05;8;3;propia_pagando;media;2;3;0
206;750;0;-999;1;31;7;EMPLEADO ;B1;2400000;0;0;4825000;2025;0,0187;72;HOMBRE ;126000;0,05;8;3;propia_pagando;tecnica/tecnologica;2;4;0
207;756;0;-999;1;25;5,3;EMPLEADO ;B1;2800000;0,2;0;7045000;2025;0,0187;24;HOMBRE ;371946;0,13;3;2;arriendo;media;2;2;0
208;800;0;-999;1;37;7,5;EMPLEADO ;B1;4449395;0,38;0;16004000;2025;0,0187;24;HOMBRE ;845000;0,19;12;4;propia;superior;1;3;0
209;-999;1;846;0;19;5,4;EMPLEADO ;C1;1600000;0;1;14380570;2025;0,0187;60;HOMBRE ;360000;0,23;1;1;propia_pagando;basica;2;4;0
210;809;0;-999;1;46;6,8;EMPLEADO ;B1;2300000;0,14;0;7023263;2025;0,0187;48;HOMBRE ;196200;0,09;17;3;propia;tecnica/tecnologica;1;4;0
211;746;0;-999;1;41;7,9;EMPLEADO ;B1;2500000;0,07;0;14274200;2025;0,0187;48;HOMBRE ;438100;0,18;15;4;propia;superior;1;2;0
212;762;0;-999;1;41;5,2;EMPLEADO ;B1;3600000;0,19;0;16667523;2025;0,0187;48;HOMBRE;477610;0,13;14;3;propia_pagando;tecnica/tecnologica;2;3;0
213;682;0;836;0;20;5,2;INDEPENDIETE;C1;3500000;0;0;10633762;2025;0,0187;36;HOMBRE;388913;0,11;2;2;arriendo;media;2;2;0
214;703;0;-999;1;44;7,6;INDEPENDIETE;B1;12000000;0,31;0;9600458;2025;0,0187;24;HOMBRE;460786;0,04;20;4;propia;superior;1;3;0
215;718;0;805;0;19;5;EMPLEADO ;C1;1600000;0;1;9202750;2025;0,019;24;HOMBRE;450289;0,28;1;1;propia_pagando;basica;2;4;0
216;854;0;-999;1;31;6,4;EMPLEADO ;B1;2525000;0;0;13445000;2025;0,019;48;HOMBRE;438872;0,17;8;3;propia_pagando;tecnica/tecnologica;2;4;0
217;776;0;-999;1;31;7,7;EMPLEADO ;B1;2650000;0,46;0;7045000;2025;0,019;72;MUJER;185400;0,07;8;3;propia_pagando;media;2;3;0
218;771;0;-999;1;32;6,7;INDEPENDIETE;B1;2400000;0,04;0;13742300;2025;0,019;72;HOMBRE;361500;0,15;7;3;propia_pagando;tecnica/tecnologica;2;3;0
219;778;0;-999;1;22;5,4;EMPLEADO ;B1;2525000;0;0;11000000;2025;0,019;48;HOMBRE;360530;0,14;2;2;arriendo;media;2;2;0
220;737;0;755;0;31;5,6;EMPLEADO ;C1;1600000;0,24;1;9204000;2025;0,019;72;HOMBRE;242100;0,15;7;2;propia_pagando;media;1;3;0
221;691;0;-999;1;32;6,3;EMPLEADO ;B1;2820720;0,18;0;12545000;2025;0,016;72;HOMBRE;303480;0,11;7;3;propia_pagando;tecnica/tecnologica;2;3;0
222;741;0;-999;1;39;6,8;EMPLEADO;B1;7000000;0,55;0;14369999;2025;0,016;72;MUJER;303480;0,04;15;4;propia;superior;1;3;0
223;698;0;-999;1;20;5,1;EMPLEADO ;B1;1423500;0,25;0;12545000;2025;0,016;72;HOMBRE;303480;0,21;1;1;propia_pagando;basica;2;4;0
224;740;0;-999;1;24;6,5;EMPLEADO ;B1;2400000;0,17;0;6434000;2025;0,019;36;MUJER;252892;0,11;3;2;arriendo;media;2;3;0
225;793;0;-999;1;54;6,8;EMPLEADO ;B1;2600000;0,17;0;13384000;2025;0,019;48;HOMBRE;437800;0,17;25;3;propia;media;1;2;0
226;743;0;-999;1;30;6,4;EMPLEADO ;B1;1750000;0;0;10045000;2025;0,019;55;HOMBRE;303002;0,17;8;3;propia_pagando;tecnica/tecnologica;2;4;0
227;764;0;-999;1;26;4,6;EMPLEADO ;B1;2000000;0,1;0;12542300;2025;0,019;48;HOMBRE;409500;0,2;5;2;arriendo;media;2;3;0
228;744;0;-999;1;26;6,8;EMPLEADO ;B1;3000000;0,23;0;10835000;2025;0,019;48;MUJER;353700;0,12;5;3;propia_pagando;tecnica/tecnologica;2;3;0
229;766;0;801;0;22;4,5;EMPLEADO ;C1;2100000;0;1;16284000;2025;0,019;48;HOMBRE;531600;0,25;2;2;arriendo;media;2;2;0
230;707;0;-999;1;28;7;EMPLEADO ;B1;2000000;0;0;16433000;2025;0,019;48;HOMBRE;536500;0,27;6;3;propia_pagando;tecnica/tecnologica;2;3;0
231;628;0;760;0;28;4,6;INDEPENDIETE;C1;4500000;0,23;1;11642000;2025;0,019;32;MUJER;488850;0,11;5;2;arriendo;media;2;3;0
232;727;0;-999;1;25;5,4;EMPLEADO ;B1;2800000;0;0;13545000;2025;0,019;72;HOMBRE;346300;0,12;4;3;propia_pagando;tecnica/tecnologica;2;4;0
233;722;0;734;0;20;5,2;EMPLEADO ;C1;2200000;0;1;10945000;2025;0,019;36;MUJER;430400;0,2;1;1;propia_pagando;basica;2;4;0
234;770;0;-999;1;24;5,9;EMPLEADO ;B1;2100000;0,07;0;16204000;2025;0,019;72;HOMBRE;426217;0,2;3;2;arriendo;media;2;3;0
235;801;0;-999;1;29;8,5;EMPLEADO ;B1;2000000;0,19;0;10045000;2025;0,019;72;HOMBRE;264216;0,13;6;3;propia_pagando;superior;1;3;0
